epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
10.0	0.005044910125434399	0.023545952513813972	0.013304637670135734	0.004745509009808302	0.0477827750146389	0.019963974444962774	0.004451097920536995	0.0694580003619194	0.025134311974363183	0.004416167736053467	0.0865117534995079	0.029389892493666494	0.004550897981971502	0.10531506687402725	0.03392862704827297
20.0	0.006107784807682037	0.030400553718209267	0.01706390703449663	0.005464071873575449	0.054932016879320145	0.024008486122263854	0.005508982110768557	0.0797128677368164	0.030554736058476934	0.0061601800844073296	0.10799812525510788	0.03782742798290566	0.0062514967285096645	0.13291917741298676	0.043790149452941435
30.0	0.00899700541049242	0.03806347772479057	0.022541794090293055	0.008675150573253632	0.0740887001156807	0.03319552532419951	0.009221556596457958	0.11156455427408218	0.04365980000223605	0.00909431092441082	0.14162085950374603	0.051612727556974	0.008709580637514591	0.16787324845790863	0.05793592225516539
40.0	0.010973053984344006	0.04539605602622032	0.025682472029781255	0.011489520780742168	0.08765099942684174	0.039243026658373016	0.011676646769046783	0.1296171396970749	0.05123682519012886	0.01163922157138586	0.16941726207733154	0.06160776447162789	0.011613773182034492	0.20503349602222443	0.07077945460059477
50.0	0.014446107670664787	0.05562875419855118	0.030228372451532745	0.01446856465190649	0.10715395212173462	0.046865987719771594	0.014256487600505352	0.1558944284915924	0.060652617574611385	0.014229042455554008	0.19901831448078156	0.07249467453141578	0.014131736010313034	0.24241994321346283	0.08356607241109162
60.0	0.017754491418600082	0.0699266865849495	0.0397531661624219	0.017178144305944443	0.12773779034614563	0.058479144586206934	0.01703093945980072	0.18703721463680267	0.07523777770439431	0.016556886956095695	0.2333730310201645	0.08796130886438602	0.016065867617726326	0.27545252442359924	0.09893071667585475
70.0	0.0197155699133873	0.07672380656003952	0.04350877242807541	0.018974551931023598	0.1432253122329712	0.06458272514115378	0.01839321479201317	0.2010415643453598	0.08127981123165372	0.01823727786540985	0.2535766363143921	0.09602996969101851	0.017850298434495926	0.3010938763618469	0.10861862642612513
80.0	0.021736526861786842	0.08674900978803635	0.04916668526444405	0.022020958364009857	0.16168268024921417	0.0739553108775906	0.021601799875497818	0.22813546657562256	0.09362465274814849	0.020681137219071388	0.28107190132141113	0.10834788502173258	0.019991019740700722	0.3298211991786957	0.12127932659967314
90.0	0.026017967611551285	0.10080431401729584	0.05859320780714855	0.025097304955124855	0.1836460530757904	0.08559785084310909	0.023702597245573997	0.24750512838363647	0.10474142683139973	0.02272455208003521	0.30651405453681946	0.12116430191314548	0.021724550053477287	0.35319748520851135	0.13400872727724658
100.0	0.02898203767836094	0.10714774578809738	0.0647323066333927	0.02838323451578617	0.19826392829418182	0.09503303363205393	0.026936128735542297	0.2691422998905182	0.11658075868704036	0.0254453606903553	0.32971176505088806	0.13359531761192187	0.023874253034591675	0.37836259603500366	0.1466442080076591
