epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
10.0	0.0027095808181911707	0.018946481868624687	0.009396143375157026	0.0023802395444363356	0.029831621795892715	0.012459615257886933	0.002310379408299923	0.03822322562336922	0.014768788632923085	0.002215568907558918	0.04673027619719505	0.016820514430279453	0.002146706683561206	0.05539144575595856	0.018724339964367884
20.0	0.013473055325448513	0.08730033785104752	0.049291432340861085	0.011137724854052067	0.133850559592247	0.06266584187748953	0.010189620777964592	0.17398343980312347	0.07300728827740174	0.009348803199827671	0.20478612184524536	0.08046881391329633	0.008709580637514591	0.2320001870393753	0.0867270486143692
30.0	0.05050898715853691	0.22765125334262848	0.15530563506855902	0.03692365065217018	0.3153885304927826	0.18259885881281823	0.030588824301958084	0.38096269965171814	0.20107754801575814	0.026631735265254974	0.4276602566242218	0.21392287240789234	0.02370658703148365	0.46682268381118774	0.2239158028791724
40.0	0.08880239725112915	0.3487074375152588	0.2566630804915388	0.06082335114479065	0.45528581738471985	0.2900555507194745	0.047445110976696014	0.5172469019889832	0.30874075302887427	0.03933008760213852	0.5639886260032654	0.3215357000157032	0.033889222890138626	0.600932240486145	0.33116167843046856
50.0	0.10742514580488205	0.4152184724807739	0.3091246151406297	0.07308383285999298	0.5291222333908081	0.34546638148076386	0.05580838769674301	0.5912576913833618	0.36433026142814384	0.04578592628240585	0.6381770968437195	0.37736043274830444	0.038703590631484985	0.6700401902198792	0.3856154949284494
60.0	0.11508981883525848	0.4496230483055115	0.33481879612981214	0.07861527055501938	0.5677960515022278	0.3730825829490372	0.060459088534116745	0.6342810988426208	0.39371093905754384	0.04928518086671829	0.6821240782737732	0.4068707739241485	0.041494011878967285	0.716554582118988	0.4154127619329639
70.0	0.11898204684257507	0.47182658314704895	0.35134349724825364	0.08183382451534271	0.593826413154602	0.3913071078778143	0.0629141703248024	0.6627923846244812	0.4126164299731415	0.05147829279303551	0.7154163718223572	0.42700164488547626	0.043254490941762924	0.7474179863929749	0.43518141574209457
80.0	0.12151198089122772	0.48332732915878296	0.3600786316929044	0.08394461125135422	0.6130003333091736	0.4021044653836883	0.06474052369594574	0.6838684678077698	0.4242129562536165	0.05275074765086174	0.7330512404441833	0.4379156329974522	0.044464074075222015	0.7657422423362732	0.4464756945453094
90.0	0.12335329502820969	0.4926172196865082	0.36686447727858096	0.08547904342412949	0.6269860863685608	0.41029306636189855	0.06589321792125702	0.700093150138855	0.43289876678161276	0.05379490926861763	0.7483744621276855	0.44662301367691637	0.04533233493566513	0.7802774310112	0.45507283620018835
100.0	0.1249251514673233	0.5007760524749756	0.37214259206090633	0.08651197701692581	0.6368796229362488	0.41609411579915756	0.06667665392160416	0.7113165855407715	0.4390383419299428	0.054562125355005264	0.7588145136833191	0.4528206511209539	0.045958083122968674	0.7909821271896362	0.4613181806424968
