epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
10.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.003098934801445327	0.0009630738641135395	0.010994961485266685	0.004081430174504702	0.001021706615574658	0.016513336449861526	0.005365011353379839	0.001101796398870647	0.02234097756445408	0.00666379533994198
20.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.003098934801445327	0.0009630738641135395	0.010994961485266685	0.004081609765049125	0.0010254491353407502	0.016550760716199875	0.005377902321206675	0.001101796398870647	0.02234097756445408	0.006665343889311376
30.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.003099531527715558	0.0009630738641135395	0.010994961485266685	0.004082512592418903	0.0010254491353407502	0.016550760716199875	0.005379320423495888	0.0011107784230262041	0.0226815827190876	0.006727702231206223
40.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.003099692851454315	0.0009630738641135395	0.010994961485266685	0.004082671749756887	0.0010329341748729348	0.016600660979747772	0.005398259887959018	0.0011167664779350162	0.022734809666872025	0.006746666251127686
50.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.0030999818206168227	0.0009630738641135395	0.010994961485266685	0.004083241517860653	0.0010404192144051194	0.016725411638617516	0.005432541464167948	0.0011227545328438282	0.022984309121966362	0.00679765511655986
60.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.0031005313883167803	0.0009630738641135395	0.010994961485266685	0.0040844460400343945	0.0010404192144051194	0.016725411638617516	0.005434244809052996	0.0011287424713373184	0.023061802610754967	0.0068219620295862995
70.0	0.0011077845701947808	0.004508847836405039	0.0021771386440102214	0.0009431138169020414	0.0074735162779688835	0.0031005313883167803	0.0009630738641135395	0.010994961485266685	0.004084237473969005	0.0010441617341712117	0.01675867848098278	0.005446062262760146	0.0011347305262461305	0.023436054587364197	0.006886097610656829
80.0	0.0011077845701947808	0.004508847836405039	0.002176227699411937	0.0009431138169020414	0.0074735162779688835	0.0030997045647088105	0.0009630738641135395	0.010994961485266685	0.0040837296186190565	0.0010479041375219822	0.01678861677646637	0.005456274564068885	0.0011347305262461305	0.023436054587364197	0.0068863805705975025
90.0	0.0011077845701947808	0.004508847836405039	0.002178069868271613	0.0009431138169020414	0.0074735162779688835	0.003101576713420927	0.0009630738641135395	0.010994961485266685	0.00408579188878682	0.0010479041375219822	0.01678861677646637	0.00545912168757746	0.0011347305262461305	0.023436054587364197	0.006889613041532268
100.0	0.0011077845701947808	0.004508847836405039	0.0021785545266147072	0.0009431138169020414	0.0074735162779688835	0.0031021832186897374	0.0009680639486759901	0.01129436306655407	0.004136690685128908	0.0010479041375219822	0.01678861677646637	0.0054602697010053625	0.0011407185811549425	0.02376040630042553	0.006944982149281215
