epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
10.0	0.050479043275117874	0.1986968070268631	0.12993534694595912	0.039505988359451294	0.3020051419734955	0.16154474756852855	0.03373253718018532	0.37805408239364624	0.18307054949742882	0.029827844351530075	0.4348410964012146	0.19830386144107923	0.02687724679708481	0.48504382371902466	0.21065662747118896
20.0	0.0720059871673584	0.30079779028892517	0.1981435906200747	0.05279191583395004	0.4187464118003845	0.23450606732081433	0.04291417449712753	0.4969369173049927	0.25653862367750846	0.03662050887942314	0.5556709170341492	0.2719494829070034	0.032251495867967606	0.6018744707107544	0.2835611021954553
30.0	0.09788922220468521	0.38277170062065125	0.26624022182196777	0.07012724876403809	0.5228843092918396	0.30991163873638083	0.05477046221494675	0.5987516641616821	0.332013008718218	0.04561002925038338	0.660252034664154	0.3479094839856292	0.03919461369514465	0.7017236948013306	0.35836222409086216
40.0	0.10896706581115723	0.4314059019088745	0.3020343046033272	0.07928891479969025	0.58244788646698	0.350268329318746	0.06303892284631729	0.6673266887664795	0.3761110614515259	0.05257110670208931	0.7282851338386536	0.3928182532098467	0.04499701038002968	0.7723608613014221	0.40396733810970153
50.0	0.11381736397743225	0.4585161805152893	0.32055882019094	0.08146706223487854	0.6099075078964233	0.3684408840445902	0.06451597064733505	0.6965177655220032	0.3945982745294004	0.05402694642543793	0.7566360831260681	0.41163353626577925	0.046176645904779434	0.7966275811195374	0.4222149685928425
60.0	0.11702097207307816	0.47716984152793884	0.33241137130144716	0.08327095955610275	0.6269279718399048	0.38017555249534696	0.06593313813209534	0.7190622091293335	0.407617979443008	0.0547080859541893	0.7745409607887268	0.42334123726079254	0.04662574082612991	0.811617374420166	0.4332949010143634
70.0	0.11842814087867737	0.4855947494506836	0.33854653046834665	0.08458083868026733	0.6395556330680847	0.38773208229573225	0.06663673371076584	0.7281713485717773	0.41439844587375924	0.05537424981594086	0.786678671836853	0.4307629298048728	0.047050897032022476	0.8212893605232239	0.4402274418172028
80.0	0.1200149729847908	0.4937860667705536	0.3417655919664974	0.08530688285827637	0.6482619047164917	0.39094066728689514	0.06722056120634079	0.7363126277923584	0.41749673250836344	0.05589820817112923	0.7972424626350403	0.43446099375958297	0.047416165471076965	0.8322751522064209	0.44382814357302913
90.0	0.11991018056869507	0.4972393214702606	0.34629500473570957	0.0858757495880127	0.6552380323410034	0.3964967448228324	0.06792415678501129	0.7475106716156006	0.42426783107838895	0.056205086410045624	0.8027472496032715	0.4400163490075589	0.047547902911901474	0.8350746035575867	0.4488010839866069
100.0	0.12113772332668304	0.5025331974029541	0.34868506860947035	0.0865868330001831	0.6632477641105652	0.399739060355046	0.06826846301555634	0.751326858997345	0.42654705978188034	0.0564970038831234	0.8079280853271484	0.4425029611370611	0.04776047542691231	0.8388400077819824	0.4510895240965406
